date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean
2011-07-06,178.5,14.8,8.0,10.19,2.19,0.048,18.81,193.3
2011-07-07,172.043,12.696,4.667,8.208,3.542,0.333,17.792,184.739
2011-07-08,179.261,16.739,7.5,13.083,5.583,2.25,24.875,196.0
2011-07-09,179.043,17.261,6.958,11.417,4.458,2.083,24.333,196.304
2011-07-10,180.0,16.609,5.958,8.0,2.042,0.583,19.208,196.609
2011-07-11,185.958,18.292,9.542,14.208,4.667,1.125,20.333,204.25
2011-07-12,187.261,18.565,8.217,13.174,4.957,0.913,18.458,205.826
2011-07-13,181.95,21.1,9.476,15.429,5.952,0.81,15.476,203.05
2011-07-14,181.083,15.917,7.208,12.792,5.583,1.042,20.167,197.0
2011-07-15,184.818,15.545,7.667,12.792,5.125,1.542,22.167,200.364
2011-07-16,177.286,15.238,6.682,9.273,2.591,0.609,18.391,192.524
2011-07-17,174.542,15.292,4.75,6.0,1.25,0.583,12.708,189.833
2011-07-18,169.458,13.167,4.125,5.042,0.917,0.917,15.833,182.625
2011-07-19,169.571,14.0,5.55,6.4,0.85,0.0,23.143,183.571
2011-07-20,177.091,14.545,5.708,6.833,1.125,,29.25,191.636
2011-07-21,180.667,13.25,4.792,5.458,0.667,,23.0,193.917
2011-07-22,188.545,17.818,10.708,13.208,2.5,,43.792,206.364
2011-07-23,191.958,20.292,13.167,15.417,2.25,,62.75,212.25
2011-07-24,186.091,17.045,6.625,8.25,1.625,,58.792,203.136
2011-07-25,187.042,18.167,8.167,10.917,2.75,,51.375,205.208
2011-07-26,188.167,18.25,8.826,12.696,3.87,,31.708,206.417
2011-07-27,184.714,17.571,8.19,12.667,4.476,2.083,24.381,202.286
2011-07-28,182.625,18.958,6.667,10.917,4.25,1.667,29.917,201.583
2011-07-29,180.5,19.5,7.0,11.292,4.292,1.667,29.667,200.0
2011-07-30,182.478,17.913,6.458,9.167,2.708,0.292,21.625,200.391
2011-07-31,183.792,17.333,6.625,8.167,1.542,0.333,19.917,201.125
2011-08-01,183.25,19.0,8.292,10.875,2.583,0.542,23.917,202.25
2011-08-02,184.261,18.652,9.043,12.217,3.174,0.875,34.292,202.913
2011-08-03,181.85,15.1,5.286,11.81,6.524,1.095,15.524,196.95
2011-08-04,173.478,10.261,4.083,6.375,2.292,0.583,13.708,183.739
2011-08-05,176.875,14.75,6.583,10.625,4.042,0.833,16.375,191.625
2011-08-06,173.652,16.13,6.958,11.5,4.542,0.417,16.208,189.783
2011-08-07,171.667,11.083,3.167,5.083,1.917,0.083,13.708,182.75
2011-08-08,180.391,14.304,6.292,10.75,4.458,1.042,23.833,194.696
2011-08-09,180.042,14.792,6.957,11.478,4.522,2.957,27.583,194.833
2011-08-10,175.0,13.522,6.917,10.833,3.917,2.917,28.958,188.522
2011-08-11,175.714,13.952,7.667,10.857,3.19,0.714,23.81,189.667
2011-08-12,174.435,13.957,7.083,10.375,3.292,0.458,20.75,188.391
2011-08-13,174.174,13.391,5.0,7.208,2.208,0.0,16.417,187.565
2011-08-14,177.913,13.391,5.958,7.042,1.083,0.0,15.625,191.304
2011-08-15,178.864,15.409,7.125,8.333,1.208,0.042,16.333,194.273
2011-08-16,174.174,14.174,5.087,7.522,2.435,0.0,22.208,188.348
2011-08-17,171.565,13.913,5.167,7.542,2.375,0.208,22.917,185.478
2011-08-18,178.0,15.3,6.762,7.952,1.19,0.048,24.238,193.3
2011-08-19,184.583,17.917,9.708,12.042,2.333,0.583,28.333,202.5
2011-08-20,180.391,19.043,10.125,11.583,1.458,0.458,47.958,199.435
2011-08-21,183.25,16.375,7.0,7.958,0.958,0.083,42.083,199.625
2011-08-22,189.652,18.652,9.75,11.708,1.958,0.458,40.375,208.304
2011-08-23,177.458,18.667,8.739,14.913,6.174,1.478,21.333,196.125
2011-08-24,179.4,18.85,7.048,12.0,4.952,2.381,28.048,198.25
2011-08-25,181.917,19.292,7.583,12.583,5.0,1.167,24.625,201.208
2011-08-26,180.652,19.565,8.5,12.125,3.625,0.792,17.042,200.217
2011-08-27,183.708,23.042,11.708,15.75,4.042,1.083,26.625,206.75
2011-08-28,181.174,18.0,5.958,8.5,2.542,0.625,20.958,199.174
2011-08-29,182.381,18.81,9.524,12.81,3.286,1.381,26.619,201.19
2011-08-30,185.217,22.0,11.609,14.087,2.478,2.435,34.417,207.217
2011-08-31,186.125,21.292,9.917,10.875,0.958,4.167,41.792,207.417
2011-09-01,177.043,18.522,6.333,7.0,0.667,1.917,33.542,195.565
2011-09-02,174.478,14.435,5.667,6.75,1.083,0.333,20.625,188.913
2011-09-03,174.826,12.174,3.0,3.167,0.167,0.0,16.458,187.0
2011-09-04,177.25,12.875,3.708,3.917,0.208,0.042,16.917,190.125
2011-09-05,180.391,12.87,4.667,4.958,0.292,0.292,18.75,193.261
2011-09-06,190.762,16.476,10.7,12.2,1.5,0.95,23.952,207.238
2011-09-07,194.957,16.435,11.875,14.0,2.125,1.0,28.5,211.391
2011-09-08,190.0,16.708,11.0,13.167,2.167,1.417,33.417,206.708
2011-09-09,189.522,17.522,10.625,13.792,3.167,0.792,29.542,207.043
2011-09-10,180.75,14.875,6.625,9.458,2.833,0.458,21.0,195.625
2011-09-11,180.174,17.478,6.833,9.542,2.708,1.0,21.042,197.652
2011-09-12,179.917,13.75,6.917,9.25,2.333,0.75,19.833,193.667
2011-09-13,186.783,17.304,9.87,13.609,3.739,4.043,25.542,204.087
2011-09-14,185.762,15.952,8.714,11.952,3.238,0.905,26.429,201.714
2011-09-15,179.261,14.0,6.458,10.333,3.875,0.708,22.792,193.261
2011-09-16,178.958,19.083,9.833,17.917,8.083,1.375,20.458,198.042
2011-09-17,182.13,19.913,8.542,16.333,7.792,1.0,27.667,202.043
2011-09-18,182.125,16.042,6.833,9.542,2.708,0.5,20.333,198.167
2011-09-19,181.087,12.696,5.25,5.917,0.667,0.125,13.542,193.783
2011-09-20,181.0,13.625,9.217,10.609,1.391,0.043,18.917,194.625
2011-09-21,181.15,10.5,5.333,5.857,0.524,0.0,23.762,191.65
2011-09-22,191.292,13.417,10.208,12.833,2.625,0.333,30.458,204.708
2011-09-23,193.783,13.478,9.792,11.208,1.417,1.417,24.208,207.261
2011-09-24,196.0,15.625,12.292,15.083,2.792,3.875,28.917,211.625
2011-09-25,196.739,15.043,9.125,9.833,0.708,2.875,31.667,211.783
2011-09-26,187.5,14.958,10.708,12.625,1.917,2.417,17.083,202.458
2011-09-27,184.609,14.913,10.522,11.783,1.261,2.227,26.833,199.522
2011-09-28,189.143,16.048,11.619,13.095,1.476,1.429,34.143,205.19
2011-09-29,187.13,17.826,11.375,14.125,2.75,2.625,37.625,204.957
2011-09-30,184.25,16.458,11.625,13.917,2.292,1.5,39.042,200.708
2011-10-01,193.783,14.826,9.208,10.458,1.25,0.625,34.833,208.609
2011-10-02,193.458,12.292,7.042,7.292,0.25,0.833,29.375,205.75
2011-10-03,186.739,11.304,7.75,8.417,0.667,1.417,25.375,198.043
2011-10-04,188.474,15.684,13.421,16.053,2.632,1.222,23.6,204.158
2011-10-05,186.091,16.227,12.542,14.792,2.25,1.125,22.208,202.318
2011-10-06,186.875,19.042,14.167,19.917,5.75,1.167,29.083,205.917
2011-10-07,205.864,19.727,15.833,17.792,1.958,2.042,61.875,225.591
2011-10-08,200.875,22.083,17.917,20.292,2.375,4.625,70.083,222.958
2011-10-09,198.364,19.636,14.833,16.5,1.667,6.375,66.25,218.0
2011-10-10,199.75,19.708,13.708,15.458,1.75,6.5,57.792,219.458
2011-10-11,195.045,20.182,17.783,23.174,5.391,2.227,47.333,215.227
2011-10-12,204.333,23.667,18.667,25.444,6.778,2.222,43.333,228.0
2011-10-13,183.727,19.455,14.167,16.083,1.917,7.583,64.417,203.182
2011-10-14,193.042,26.208,17.667,28.042,10.375,1.417,43.792,219.25
2011-10-15,184.0,17.739,14.917,18.75,3.833,0.875,19.5,201.739
2011-10-16,188.5,13.583,9.667,11.0,1.333,1.583,39.458,202.083
2011-10-17,197.045,17.545,14.333,16.75,2.417,1.5,39.625,214.591
2011-10-18,191.458,16.542,13.0,15.25,2.25,3.526,30.652,208.0
2011-10-19,190.952,18.048,14.905,18.714,3.81,5.2,34.857,209.0
2011-10-20,187.167,16.0,10.542,15.667,5.125,2.208,31.083,203.167
2011-10-21,184.083,20.75,15.333,22.792,7.458,2.083,21.125,204.833
2011-10-22,182.318,13.818,9.833,13.5,3.667,0.5,15.75,196.136
2011-10-23,184.25,13.25,6.792,7.625,0.833,0.083,19.042,197.5
2011-10-24,190.409,18.5,12.208,18.667,6.458,2.458,31.625,208.909
2011-10-25,185.0,13.167,9.0,9.435,0.435,1.318,27.25,198.167
2011-10-26,188.429,11.952,10.952,12.143,1.19,0.619,23.714,200.381
2011-10-27,192.25,21.25,20.75,27.708,6.958,2.917,,213.5
2011-10-28,194.25,21.833,21.5,26.667,5.167,2.0,45.308,216.083
2011-10-29,191.167,23.292,15.958,25.0,9.042,1.125,37.292,214.458
2011-10-30,185.5,17.273,13.375,14.708,1.333,0.583,12.167,202.773
2011-10-31,187.75,16.5,12.083,14.75,2.667,2.875,11.833,204.25
2011-11-01,191.217,21.13,18.522,26.261,7.739,1.364,16.208,212.348
2011-11-02,190.0,28.286,23.524,34.286,10.762,1.095,24.0,218.286
2011-11-03,188.667,22.917,15.292,19.458,4.167,2.042,25.083,211.583
2011-11-04,190.875,32.0,25.208,37.917,12.708,1.667,31.667,222.875
2011-11-05,188.348,25.826,18.75,27.542,8.792,1.042,21.667,214.174
2011-11-06,200.043,22.043,12.708,19.833,7.125,0.458,13.625,222.087
2011-11-07,189.25,16.917,10.417,12.333,1.917,0.583,14.417,206.167
2011-11-08,194.913,18.391,14.0,18.826,4.826,2.227,17.125,213.304
2011-11-09,186.95,12.7,11.095,11.714,0.619,10.952,13.476,199.65
2011-11-10,185.478,14.957,14.583,16.667,2.083,4.25,16.792,200.435
2011-11-11,193.0,27.217,21.0,35.792,14.792,1.875,25.167,220.217
2011-11-12,198.391,25.391,12.125,28.0,15.875,1.542,23.958,223.783
2011-11-13,193.5,16.958,13.792,15.083,1.292,1.958,40.417,210.458
2011-11-14,199.174,22.13,18.375,22.292,3.917,3.792,51.875,221.304
2011-11-15,197.522,18.783,17.304,21.696,4.391,3.727,34.417,216.304
2011-11-16,194.4,21.75,23.714,33.762,10.048,9.429,38.143,216.15
2011-11-17,200.667,41.125,33.083,57.5,24.417,5.625,57.708,241.792
2011-11-18,187.696,34.913,27.125,39.0,11.875,1.458,25.333,222.609
2011-11-19,184.043,16.783,13.0,17.292,4.292,1.25,17.583,200.826
2011-11-20,187.783,10.087,7.375,7.917,0.542,1.292,20.708,197.87
2011-11-21,195.826,14.609,13.417,17.958,4.542,1.5,11.667,210.435
2011-11-22,192.6,21.9,19.35,27.2,7.85,10.526,15.762,214.5
2011-11-23,189.478,21.478,14.208,18.167,3.958,2.75,29.458,210.957
2011-11-24,185.261,13.957,9.708,11.167,1.458,1.5,11.333,199.217
2011-11-25,196.348,19.0,15.833,21.125,5.292,2.125,15.458,215.348
2011-11-26,196.348,27.217,22.167,36.917,14.75,6.625,33.042,223.565
2011-11-27,204.792,39.083,22.875,40.917,18.042,8.375,49.958,243.875
2011-11-28,212.304,51.348,30.083,64.417,34.333,6.292,52.583,263.652
2011-11-29,202.792,54.708,27.0,66.391,39.391,3.636,43.833,257.5
2011-11-30,202.6,38.7,21.952,48.952,27.0,3.0,39.952,241.3
2011-12-01,185.542,9.458,7.708,8.625,0.917,0.667,9.25,195.0
2011-12-02,187.522,13.609,13.708,20.375,6.667,2.167,12.875,201.13
2011-12-03,187.174,16.217,12.125,16.5,4.375,1.333,9.042,203.391
2011-12-04,197.0,21.565,14.125,19.75,5.625,1.792,13.542,218.565
2011-12-05,196.833,21.667,15.0,19.292,4.292,3.375,22.833,218.5
2011-12-06,195.609,26.174,22.217,32.435,10.217,5.409,28.542,221.783
2011-12-07,200.524,33.19,23.0,36.048,13.048,2.524,43.81,233.714
2011-12-08,188.043,19.652,14.292,17.833,3.542,1.667,18.667,207.696
2011-12-09,186.0,11.167,10.25,11.458,1.208,3.458,11.708,197.167
2011-12-10,187.391,11.913,11.458,13.0,1.542,2.458,11.375,199.304
2011-12-11,191.25,16.25,15.292,19.25,3.958,1.333,23.833,207.5
2011-12-12,190.13,18.913,15.75,23.417,7.667,2.167,23.125,209.043
2011-12-13,193.875,26.583,24.217,39.87,15.652,9.091,41.0,220.458
2011-12-14,196.1,28.4,24.952,46.714,21.762,2.714,37.19,224.5
2011-12-15,201.667,27.0,17.875,33.125,15.25,5.375,38.833,228.667
2011-12-16,186.304,11.043,10.625,12.625,2.0,3.875,9.625,197.348
2011-12-17,197.875,18.208,18.917,26.792,7.875,2.208,16.0,216.083
2011-12-18,198.043,18.348,15.083,22.917,7.833,2.458,20.208,216.391
2011-12-19,196.125,22.667,18.167,29.0,10.833,1.833,20.167,218.792
2011-12-20,200.429,28.571,23.5,39.85,16.35,3.474,27.571,229.0
2011-12-21,203.208,28.167,23.917,38.417,14.5,3.75,37.208,231.375
2011-12-22,197.25,21.708,18.125,28.208,10.083,4.375,31.625,218.958
