date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-04-25,95.0,78.458,53.0,23.542,33.833,10.292,1.917,18.0,14.7,10.212,6.0
2011-04-26,93.0,71.75,40.0,32.917,56.333,23.417,2.625,25.792,19.4,12.842,6.9
2011-04-27,97.0,69.167,37.0,20.652,37.87,17.217,2.13,31.826,26.5,18.629,12.1
2011-04-28,97.0,80.208,61.0,16.522,19.913,3.391,1.739,17.0,16.1,12.362,9.5
2011-04-29,95.0,69.417,47.0,21.958,30.042,8.083,1.958,14.333,16.5,11.596,7.5
2011-04-30,96.0,72.292,42.0,27.542,40.75,13.208,2.625,24.625,20.7,14.292,7.2
2011-05-01,96.0,80.417,56.0,13.208,16.458,3.25,2.0,33.5,19.9,16.829,14.3
2011-05-02,82.0,60.375,39.0,9.087,11.478,2.391,2.0,112.348,20.2,15.762,11.9
2011-05-03,87.0,68.042,51.0,21.167,27.292,6.125,1.583,96.0,17.8,13.592,9.5
2011-05-04,93.0,67.542,42.0,10.292,14.167,3.875,2.083,48.333,20.2,14.404,9.0
2011-05-05,97.0,70.333,39.0,10.391,12.478,2.087,1.696,16.583,21.5,14.471,9.4
2011-05-06,97.0,70.208,46.0,20.333,29.083,8.75,1.917,29.75,22.9,16.888,9.7
2011-05-07,85.0,68.083,53.0,9.917,13.0,3.083,2.125,18.875,24.1,20.171,17.7
2011-05-08,96.0,71.417,36.0,5.958,7.042,1.083,2.042,45.833,24.4,19.571,13.3
2011-05-09,86.0,61.792,34.0,29.708,35.333,5.625,2.292,39.333,26.8,19.546,11.1
2011-05-10,97.0,92.5,75.0,19.958,31.333,11.375,1.917,42.917,23.6,21.162,18.6
2011-05-11,97.0,97.0,97.0,20.136,27.591,7.455,1.773,5.636,18.6,17.475,16.6
2011-05-12,97.0,94.792,90.0,22.826,34.913,12.087,1.87,9.292,20.1,18.604,16.8
2011-05-13,95.0,62.125,30.0,9.292,11.583,2.292,1.917,60.667,21.0,17.296,12.5
2011-05-14,94.0,58.042,30.0,18.542,32.167,13.625,2.417,44.792,22.5,16.762,10.8
2011-05-15,83.0,50.958,16.0,14.583,16.917,2.333,2.125,29.708,26.7,18.425,10.2
2011-05-16,89.0,61.792,42.0,23.792,30.625,6.833,2.667,33.75,24.5,19.438,13.1
2011-05-17,95.0,77.208,45.0,22.125,28.75,6.625,2.542,37.5,23.3,17.575,12.8
2011-05-18,97.0,54.125,18.0,28.042,44.417,16.375,2.292,21.625,25.0,18.242,11.1
2011-05-19,81.0,55.458,32.0,29.783,42.391,12.609,2.87,30.292,28.1,20.608,11.9
2011-05-20,89.0,64.458,40.0,23.0,26.909,3.909,3.409,37.043,28.1,21.921,15.3
2011-05-21,94.0,74.917,56.0,16.417,21.125,4.708,3.625,24.375,28.8,23.358,16.8
2011-05-22,97.0,84.25,60.0,7.667,10.417,2.75,2.292,11.583,23.1,19.438,15.8
2011-05-23,96.0,90.292,82.0,14.125,18.208,4.083,1.917,12.708,16.6,15.354,14.1
2011-05-24,97.0,76.0,52.0,17.875,24.125,6.25,1.958,9.208,21.9,17.621,13.5
2011-05-25,89.0,69.292,47.0,19.826,29.957,10.13,2.174,17.217,25.8,20.092,15.2
2011-05-26,86.0,65.833,51.0,20.783,26.261,5.478,3.217,24.333,22.9,19.858,17.5
2011-05-27,96.0,82.792,63.0,14.833,19.042,4.208,2.167,17.667,20.0,17.917,16.5
2011-05-28,96.0,94.167,84.0,18.0,24.083,6.083,1.958,12.792,20.6,18.292,16.4
2011-05-29,96.0,96.0,96.0,9.333,11.917,2.583,1.958,7.667,20.7,18.688,16.7
2011-05-30,96.0,89.083,82.0,3.125,4.792,1.667,1.75,9.042,17.7,16.225,14.6
2011-05-31,91.0,73.958,54.0,7.583,10.625,3.042,1.833,10.625,21.4,17.696,14.4
2011-06-01,96.0,91.375,79.0,21.917,32.583,10.667,1.917,18.083,18.0,16.6,15.4
2011-06-02,96.0,88.083,72.0,22.435,38.348,15.913,2.0,11.708,21.5,18.088,15.2
2011-06-03,96.0,75.833,35.0,17.783,26.043,8.261,2.261,29.565,26.9,21.2,17.4
2011-06-04,95.0,72.708,38.0,16.125,21.917,5.792,2.708,51.375,29.7,22.775,17.4
2011-06-05,92.0,81.792,74.0,10.833,13.083,2.25,2.75,42.875,24.3,21.85,18.8
2011-06-06,96.0,62.458,37.0,22.042,27.25,5.208,2.125,28.333,28.3,21.475,15.5
2011-06-07,80.0,69.042,52.0,31.333,43.0,11.667,2.708,29.75,26.7,21.054,17.6
2011-06-08,96.0,70.667,49.0,26.636,33.045,6.409,2.727,19.5,28.3,22.808,18.1
2011-06-09,89.0,75.25,57.0,18.565,23.391,4.826,2.0,24.458,29.2,24.158,21.3
2011-06-10,96.0,87.0,72.0,22.708,30.167,7.458,2.542,43.292,26.4,23.396,21.0
2011-06-11,96.0,88.375,73.0,9.292,11.583,2.292,1.958,25.292,23.0,20.821,18.8
2011-06-12,96.0,87.833,72.0,11.958,14.542,2.583,2.0,29.917,23.0,19.662,17.3
2011-06-13,96.0,81.333,59.0,14.458,17.625,3.167,1.958,19.5,24.8,20.742,17.1
2011-06-14,96.0,74.5,52.0,17.75,23.125,5.375,1.875,19.625,24.8,20.992,17.6
2011-06-15,91.0,71.625,44.0,21.792,31.792,10.0,2.292,15.708,25.0,20.638,15.8
2011-06-16,96.0,86.542,60.0,25.87,46.435,20.565,2.174,23.292,24.9,20.079,18.1
2011-06-17,96.0,87.375,73.0,19.909,25.727,5.818,2.182,15.304,25.1,21.342,18.0
2011-06-18,96.0,93.458,84.0,21.25,32.167,10.917,1.833,17.542,22.6,21.196,20.1
2011-06-19,96.0,87.875,72.0,14.333,20.375,6.042,1.792,19.167,25.5,22.342,20.1
2011-06-20,96.0,90.042,75.0,20.792,32.583,11.792,2.0,25.625,25.7,22.767,20.9
2011-06-21,96.0,74.708,49.0,19.958,32.167,12.208,2.167,28.0,31.7,25.967,21.8
2011-06-22,93.0,78.792,61.0,17.875,24.542,6.667,2.5,32.875,31.4,26.825,22.6
2011-06-23,93.0,73.542,47.0,10.391,20.783,10.391,2.435,28.542,34.4,28.921,24.6
2011-06-24,96.0,71.208,47.0,9.957,16.739,6.783,2.391,21.957,34.4,29.142,24.0
2011-06-25,96.0,82.875,56.0,12.042,19.625,7.583,2.125,29.125,32.9,27.467,23.3
2011-06-26,96.0,78.25,52.0,9.667,18.458,8.792,2.0,26.25,33.4,28.05,25.0
2011-06-27,89.0,71.25,54.0,11.458,19.792,8.333,1.875,17.208,32.7,29.383,25.6
2011-06-28,87.0,69.042,43.0,10.292,22.833,12.542,2.167,25.875,36.2,30.012,26.3
2011-06-29,95.0,70.125,42.0,11.833,21.792,9.958,2.167,26.167,35.1,29.642,24.8
2011-06-30,90.0,75.167,56.0,11.391,21.957,10.565,2.348,28.0,33.9,28.662,24.1
2011-07-01,93.0,81.708,65.0,15.957,25.913,9.957,3.391,27.522,31.4,27.608,25.4
2011-07-02,96.0,77.333,55.0,7.542,12.292,4.75,1.792,18.792,31.5,27.488,24.3
2011-07-03,88.0,76.625,63.0,11.708,15.0,3.292,2.25,34.792,32.0,28.375,24.7
2011-07-04,96.0,80.583,56.0,15.958,22.417,6.458,2.125,33.833,33.7,28.258,24.2
2011-07-05,96.0,76.292,51.0,10.333,12.417,2.083,2.0,32.875,31.2,26.45,23.0
2011-07-06,96.0,72.833,45.0,22.958,30.125,7.167,2.125,47.583,32.9,26.512,21.1
2011-07-07,96.0,95.583,92.0,16.478,34.435,17.957,2.0,18.208,25.1,24.288,23.7
2011-07-08,96.0,75.583,51.0,13.273,36.545,23.273,2.136,22.565,34.4,29.188,23.9
2011-07-09,91.0,68.75,44.0,12.625,23.667,11.042,2.75,19.208,35.6,30.275,25.5
2011-07-10,94.0,70.167,41.0,10.708,16.125,5.417,2.208,26.792,36.2,30.55,25.3
2011-07-11,85.0,71.833,51.0,12.208,21.5,9.292,2.083,17.75,35.1,29.712,26.7
2011-07-12,93.0,82.417,67.0,14.917,28.458,13.542,2.0,21.75,32.1,28.317,25.4
2011-07-13,96.0,73.0,49.0,15.542,33.167,17.625,2.125,20.875,35.0,29.092,23.6
2011-07-14,93.0,70.375,46.0,17.364,29.5,12.136,2.619,27.5,35.9,29.538,24.2
2011-07-15,96.0,70.583,37.0,20.167,31.333,11.167,2.875,29.583,35.6,29.529,24.0
2011-07-16,90.0,69.208,48.0,16.958,22.0,5.042,2.583,36.917,36.2,30.483,25.6
2011-07-17,89.0,70.75,48.0,8.708,15.875,7.167,2.375,22.0,35.1,29.779,24.8
2011-07-18,96.0,85.417,75.0,7.458,16.167,8.708,2.0,29.375,31.3,28.758,26.7
2011-07-19,96.0,92.917,86.0,5.417,12.125,6.708,1.917,16.25,27.5,26.658,24.7
2011-07-20,96.0,90.292,70.0,6.625,11.375,4.75,1.917,16.333,31.0,27.633,25.7
2011-07-21,96.0,88.25,80.0,7.714,11.333,3.619,1.952,19.773,26.7,25.304,23.6
2011-07-22,95.0,83.083,68.0,12.167,16.042,3.875,2.0,15.708,28.1,24.854,23.0
2011-07-23,93.0,75.0,48.0,9.125,12.583,3.458,1.917,24.625,31.2,25.95,22.3
2011-07-24,96.0,75.208,52.0,12.333,15.083,2.75,2.0,35.708,31.9,26.3,20.9
2011-07-25,96.0,84.542,64.0,20.292,31.917,11.625,2.042,34.75,30.7,26.129,22.9
2011-07-26,96.0,82.875,60.0,20.333,45.625,25.292,2.0,28.083,32.5,26.675,22.4
2011-07-27,96.0,81.75,58.0,17.958,31.458,13.5,2.0,23.167,30.8,27.217,24.4
2011-07-28,90.0,76.792,52.0,12.478,23.652,11.174,2.522,28.125,32.6,28.046,25.5
2011-07-29,96.0,79.583,58.0,12.261,24.174,11.913,2.826,28.435,32.3,27.225,23.6
2011-07-30,96.0,81.875,64.0,9.417,13.417,4.0,2.0,26.667,31.1,27.242,25.1
2011-07-31,96.0,75.042,44.0,10.958,13.625,2.667,2.0,28.542,32.4,27.4,23.0
2011-08-01,94.0,74.542,57.0,16.25,24.5,8.25,1.958,31.958,30.6,27.029,24.3
2011-08-02,85.0,76.208,68.0,21.708,36.875,15.167,2.167,29.458,29.7,26.792,24.5
2011-08-03,96.0,71.0,43.0,13.909,40.364,26.455,2.818,22.409,33.9,27.946,22.9
2011-08-04,91.0,71.875,49.0,16.609,32.391,15.783,2.522,24.125,33.9,28.625,24.2
2011-08-05,89.0,76.958,60.0,16.792,30.083,13.292,2.25,17.833,31.9,28.571,26.0
2011-08-06,96.0,72.5,50.0,12.167,25.375,13.208,2.083,17.25,34.9,30.071,25.8
2011-08-07,89.0,69.75,50.0,11.125,16.417,5.292,2.167,21.25,35.0,30.354,25.4
2011-08-08,96.0,73.833,51.0,16.917,21.792,4.875,2.542,32.875,36.1,30.683,26.3
2011-08-09,96.0,74.0,45.0,18.5,26.125,7.625,2.667,29.292,36.1,30.533,25.6
2011-08-10,92.0,76.167,47.0,18.958,33.0,14.042,2.75,44.458,37.3,30.812,25.9
2011-08-11,88.0,78.833,68.0,9.304,13.217,3.913,2.087,27.833,31.8,29.121,26.7
2011-08-12,96.0,77.583,52.0,13.174,16.783,3.609,2.348,36.13,34.7,29.475,25.2
2011-08-13,96.0,72.833,48.0,9.625,14.083,4.458,2.583,26.0,35.8,30.65,25.4
2011-08-14,93.0,74.292,50.0,10.542,14.417,3.875,2.875,35.375,35.4,30.342,26.2
2011-08-15,96.0,80.375,60.0,8.458,12.042,3.583,2.875,32.667,33.3,29.212,25.4
2011-08-16,96.0,88.708,66.0,13.125,17.792,4.667,2.708,47.542,32.3,27.983,25.5
2011-08-17,96.0,77.333,58.0,16.905,22.857,5.952,2.591,46.545,33.2,29.546,25.1
2011-08-18,96.0,75.875,49.0,16.826,21.565,4.739,3.0,41.75,35.8,30.246,26.9
2011-08-19,96.0,80.708,61.0,10.542,13.75,3.208,2.708,22.25,29.8,27.296,24.3
2011-08-20,96.0,77.875,59.0,16.042,21.0,4.958,2.667,16.792,28.2,24.838,22.5
2011-08-21,96.0,93.792,80.0,12.75,17.292,4.542,2.458,24.083,26.9,24.296,22.7
2011-08-22,96.0,81.667,59.0,15.542,20.583,5.042,2.458,19.542,29.4,25.888,22.7
2011-08-23,96.0,83.5,60.0,17.542,27.333,9.792,2.917,42.333,30.8,27.212,24.9
2011-08-24,96.0,76.625,46.0,12.667,38.75,26.083,3.167,27.042,34.2,28.196,24.2
2011-08-25,96.0,84.167,56.0,12.783,38.826,26.043,2.957,19.708,31.2,27.475,25.1
2011-08-26,96.0,82.25,57.0,11.609,27.87,16.261,3.087,21.739,32.1,27.829,24.5
2011-08-27,97.0,84.208,58.0,15.875,24.417,8.542,2.875,21.958,32.9,27.742,24.8
2011-08-28,97.0,79.292,57.0,11.792,16.083,4.292,2.667,40.458,32.3,27.462,23.3
2011-08-29,93.0,71.458,54.0,17.917,27.75,9.833,3.042,31.333,32.7,27.908,23.1
2011-08-30,93.0,75.5,45.0,20.792,30.75,9.958,2.958,35.917,33.5,28.408,24.2
2011-08-31,87.0,72.208,53.0,21.818,30.818,9.0,2.955,26.826,33.6,29.117,26.0
2011-09-01,97.0,80.625,65.0,10.826,23.261,12.435,2.913,22.25,31.8,28.779,25.9
2011-09-02,97.0,83.583,63.0,6.833,14.125,7.292,2.875,21.417,30.2,27.725,25.6
2011-09-03,94.0,77.833,63.0,3.667,7.292,3.625,2.458,37.292,28.8,27.646,25.7
2011-09-04,97.0,91.083,80.0,8.208,13.208,5.0,2.583,12.25,25.8,24.475,23.0
2011-09-05,97.0,87.292,74.0,10.583,15.208,4.625,2.667,12.75,26.4,24.067,22.2
2011-09-06,91.0,65.042,40.0,10.125,13.042,2.917,2.667,16.542,27.1,23.225,18.2
2011-09-07,97.0,69.75,35.0,17.917,24.667,6.75,2.625,21.042,29.6,22.604,16.3
2011-09-08,90.0,71.792,43.0,23.174,31.391,8.217,3.087,33.458,31.1,24.575,18.1
2011-09-09,90.0,74.792,58.0,22.217,27.261,5.043,3.217,34.304,33.3,27.65,24.2
2011-09-10,97.0,77.958,53.0,19.042,28.792,9.75,3.125,39.708,34.2,28.138,23.0
2011-09-11,97.0,75.167,53.0,10.75,21.042,10.292,2.458,17.208,32.3,27.7,24.3
2011-09-12,97.0,75.167,56.0,13.583,24.583,11.0,3.167,22.833,31.6,27.554,23.8
2011-09-13,97.0,76.125,48.0,18.042,38.083,20.042,2.875,26.083,33.8,27.596,22.7
2011-09-14,97.0,73.667,53.0,17.478,25.783,8.304,3.174,29.0,33.0,27.971,23.0
2011-09-15,97.0,72.25,49.0,14.696,36.739,22.043,3.13,19.042,33.2,27.633,22.6
2011-09-16,97.0,82.042,59.0,14.0,40.875,26.875,3.0,20.583,31.6,26.971,23.7
2011-09-17,97.0,87.125,65.0,11.792,31.792,20.0,2.833,16.5,31.8,26.938,24.0
2011-09-18,97.0,74.083,47.0,9.292,21.958,12.667,2.667,18.583,33.6,27.992,24.3
2011-09-19,97.0,86.583,60.0,7.708,13.583,5.875,2.75,17.792,31.9,24.996,21.5
2011-09-20,97.0,96.917,95.0,17.958,29.042,11.083,2.667,11.333,23.1,21.775,21.1
2011-09-21,97.0,92.583,84.0,9.042,15.667,6.625,2.875,9.667,25.2,22.833,21.4
2011-09-22,97.0,77.875,58.0,3.818,5.773,1.955,2.667,11.043,23.6,20.833,19.1
2011-09-23,86.0,59.042,36.0,8.458,11.208,2.75,2.708,13.667,24.1,19.717,14.7
2011-09-24,95.0,71.583,38.0,15.25,21.042,5.792,2.417,16.25,24.0,18.421,13.5
2011-09-25,97.0,76.583,54.0,21.583,29.958,8.375,2.708,21.083,24.4,19.917,15.4
2011-09-26,95.0,83.708,70.0,31.333,51.167,19.833,2.958,26.917,22.4,19.55,17.4
2011-09-27,97.0,78.583,47.0,19.0,39.708,20.708,2.958,24.208,26.1,20.342,15.2
2011-09-28,97.0,73.167,32.0,22.0,34.957,12.957,3.0,23.783,27.5,21.012,16.0
2011-09-29,93.0,67.5,40.0,24.522,35.087,10.565,3.13,33.042,27.8,22.017,15.7
2011-09-30,96.0,87.958,72.0,23.5,30.625,7.125,3.042,29.667,24.5,21.375,19.5
